time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-15T00:55:45.132Z,34.55091095,-97.38582611,1.737795711,2.5,ml,38,53.70278168,0.017594747,0.734091689,ok,ok2020dehm,2020-02-15T01:40:50.040Z,"23km WSW of Wynnewood, Oklahoma",earthquake,2.091569656,1.596619044,,28,automatic,ok,ok
2020-02-15T00:54:44.020Z,60.6946,-151.6225,56.3,1.1,ml,,,,0.52,ak,ak0202431ms1,2020-02-15T01:00:53.580Z,"18km W of Nikiski, Alaska",earthquake,,1.8,,,automatic,ak,ak
2020-02-15T00:52:24.120Z,33.4865,-116.5036667,10.24,1.13,ml,33,46,0.0744,0.22,ci,ci39072039,2020-02-15T00:56:08.267Z,"18km ESE of Anza, CA",earthquake,0.29,0.61,0.166,27,automatic,ci,ci
2020-02-15T00:38:37.317Z,59.5907,-152.9842,102.5,2,ml,,,,0.33,ak,ak020242y6se,2020-02-15T01:08:44.040Z,"68km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-15T00:36:51.730Z,35.8643333,-117.6991667,2.18,0.73,ml,14,84,0.07713,0.2,ci,ci39072023,2020-02-15T00:40:20.696Z,"20km ESE of Little Lake, CA",earthquake,0.33,0.46,0.114,10,automatic,ci,ci
2020-02-15T00:34:47.314Z,61.3309,-148.3345,20.5,1.8,ml,,,,0.46,ak,ak020242xcqo,2020-02-15T00:37:55.090Z,"44km ESE of Butte, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-15T00:28:39.000Z,35.9410019,-120.4865036,9.71,2.44,md,41,74,0.01329,0.06,nc,nc73341180,2020-02-15T00:41:04.286Z,"7km NW of Parkfield, CA",earthquake,0.22,0.23,0.15,38,automatic,nc,nc
2020-02-15T00:28:05.374Z,64.8828,-151.3885,8.1,1.9,ml,,,,0.84,ak,ak020242vze0,2020-02-15T00:39:35.935Z,"38km WSW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-15T00:27:32.650Z,19.2068329,-155.3878326,31.81,1.87,md,46,162,0.03185,0.13,hv,hv71383517,2020-02-15T00:30:47.550Z,"9km E of Pahala, Hawaii",earthquake,0.69,0.83,0.13,8,automatic,hv,hv
2020-02-15T00:25:25.526Z,64.8308,-150.8477,0,1.5,ml,,,,1.64,ak,ak020242vdlt,2020-02-15T00:35:13.571Z,"21km SSW of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-15T00:18:46.550Z,35.8338333,-117.6623333,10.35,0.74,ml,11,83,0.05569,0.16,ci,ci39071999,2020-02-15T00:22:13.559Z,"24km N of Ridgecrest, CA",earthquake,0.37,0.82,0.152,10,automatic,ci,ci
2020-02-15T00:08:57.168Z,60.9357,-150.9128,29.1,1.3,ml,,,,0.36,ak,ak020242rsum,2020-02-15T00:18:28.144Z,"34km NE of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-15T00:05:19.642Z,36.6988,-116.27,2.3,0.3,ml,14,127.47,0.055,0.0752,nn,nn00717158,2020-02-15T00:36:22.464Z,"49km ESE of Beatty, Nevada",earthquake,,4.5,0.45,5,reviewed,nn,nn
2020-02-15T00:03:31.950Z,33.689,-116.734,18.08,0.9,ml,15,77,0.02761,0.18,ci,ci39071983,2020-02-15T00:07:19.505Z,"6km SSW of Idyllwild, CA",earthquake,0.55,0.75,0.235,14,automatic,ci,ci
2020-02-14T23:58:23.910Z,47.76633333,-122.411,16.27,1.47,ml,15,133,,0.3,uw,uw61574372,2020-02-15T01:31:09.310Z,"3km SSW of Woodway, Washington",earthquake,0.72,1.3,0.150559154,6,reviewed,uw,uw
2020-02-14T23:48:34.750Z,33.4958333,-116.4838333,12.34,1.03,ml,24,63,0.07304,0.21,ci,ci39071975,2020-02-14T23:52:20.869Z,"19km ESE of Anza, CA",earthquake,0.31,0.77,0.116,25,automatic,ci,ci
2020-02-14T23:35:45.300Z,35.8891667,-117.4595,1.02,0.88,ml,10,239,0.1244,0.08,ci,ci39071967,2020-02-14T23:39:29.796Z,"14km NNW of Searles Valley, CA",earthquake,0.42,0.39,0.134,9,automatic,ci,ci
2020-02-14T23:13:41.911Z,61.9164,-149.157,18.4,1.3,ml,,,,0.92,ak,ak02022sygof,2020-02-14T23:17:05.626Z,"19km NNE of Fishhook, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-14T23:13:24.850Z,37.5251667,-118.8306667,6.7,0.87,md,13,124,0.06476,0.02,nc,nc73341170,2020-02-15T00:04:02.047Z,"14km WSW of Toms Place, CA",earthquake,0.41,1.2,0.297,12,reviewed,nc,nc
2020-02-14T23:13:22.110Z,35.6713333,-117.5308304,10.09,1.07,ml,14,135,0.109,0.07,ci,ci39071943,2020-02-14T23:17:02.654Z,"14km ENE of Ridgecrest, CA",earthquake,0.54,1.12,0.191,4,automatic,ci,ci
2020-02-14T23:11:27.800Z,38.8305016,-122.8061676,1.64,0.67,md,13,86,0.007724,0.01,nc,nc73341165,2020-02-14T23:26:03.610Z,"7km W of Cobb, CA",earthquake,0.27,0.49,0.28,2,automatic,nc,nc
2020-02-14T23:08:17.500Z,61.3328333,-152.2661667,-2.33,-0.43,ml,8,189,0.08629,0.16,av,av70870584,2020-02-15T01:16:16.580Z,"88km NW of Nikiski, Alaska",earthquake,0.61,2.26,0.191,8,reviewed,av,av
2020-02-14T23:06:20.130Z,17.9801,-66.8331,16,1.92,md,11,186,0.0464,0.26,pr,pr2020045047,2020-02-14T23:19:35.494Z,"2km SW of Indios, Puerto Rico",earthquake,1.68,0.96,0.15,3,reviewed,pr,pr
2020-02-14T22:50:12.240Z,36.0148315,-120.958168,10.22,1.37,md,8,177,0.05675,0.02,nc,nc73341160,2020-02-15T01:19:03.531Z,"5km W of San Ardo, CA",earthquake,1.85,0.76,0.24,3,automatic,nc,nc
2020-02-14T22:44:14.014Z,61.9369,-148.3367,35.6,1.4,ml,,,,0.9,ak,ak02022sjm49,2020-02-14T22:49:39.259Z,"31km ENE of Sutton-Alpine, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-02-14T22:42:20.590Z,60.6438333,-152.6873333,5.51,-0.38,ml,6,305,0.05282,0.08,av,av70870589,2020-02-15T01:21:49.560Z,"17km N of Redoubt Volcano, Alaska",earthquake,0.63,0.68,0.195,6,reviewed,av,av
2020-02-14T22:39:12.830Z,37.5345001,-118.9693298,9.17,1.48,md,16,164,0.08282,0.02,nc,nc73341155,2020-02-15T00:54:03.368Z,"11km S of Mammoth Lakes, CA",earthquake,0.45,0.99,0.14,11,automatic,nc,nc
2020-02-14T22:37:45.400Z,36.0918333,-117.9085,10.83,0.9,ml,8,204,0.05047,0.13,ci,ci39071911,2020-02-14T22:41:20.440Z,"6km NE of Coso Junction, CA",earthquake,0.7,1.3,0.224,8,automatic,ci,ci
2020-02-14T22:36:43.153Z,59.1991,-144.5667,7.1,2.6,ml,,,,0.55,ak,ak02022shyy5,2020-02-14T23:11:53.040Z,"105km ESE of Middleton Island, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-14T22:07:59.590Z,17.8851,-66.8343,11,2.27,md,11,225,0.1006,0.2,pr,pr2020045046,2020-02-14T22:21:51.831Z,"11km SSE of Maria Antonia, Puerto Rico",earthquake,1.13,0.76,0.11,5,reviewed,pr,pr
2020-02-14T22:04:26.631Z,61.4917,-146.4349,16.7,2.3,ml,,,,0.8,ak,ak02022sb2g9,2020-02-14T22:10:19.066Z,"40km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-14T22:00:02.444Z,62.2488,-150.9152,66.9,1.7,ml,,,,0.35,ak,ak02022sa5p5,2020-02-14T22:10:18.554Z,"42km W of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-14T21:57:10.905Z,60.7121,-152.6754,127.1,1.3,ml,,,,0.34,ak,ak02022s0ycp,2020-02-14T23:11:23.807Z,"25km N of Redoubt Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-02-14T21:56:37.370Z,34.171,-117.9648333,12.46,0.84,ml,12,98,0.09359,0.1,ci,ci39071903,2020-02-15T02:59:48.674Z,"3km NNE of Bradbury, CA",earthquake,0.23,0.66,0.159,7,reviewed,ci,ci
2020-02-14T21:38:23.875Z,60.2739,-153.3244,129.9,2.1,ml,,,,0.54,ak,ak02022rwx3s,2020-02-14T21:51:22.086Z,"39km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-14T21:35:35.450Z,58.1931667,-155.2568333,-0.01,-0.65,ml,4,229,0.04134,0.02,av,av70870599,2020-02-15T01:29:53.500Z,"98km ESE of King Salmon, Alaska",earthquake,0.66,3.82,0.251,4,reviewed,av,av
2020-02-14T21:34:33.380Z,17.839,-66.8658,2,2.57,md,6,256,0.1368,0.17,pr,pr2020045045,2020-02-15T00:56:40.135Z,"15km SSE of Guanica, Puerto Rico",earthquake,1.18,1.2,0.05,2,reviewed,pr,pr
2020-02-14T21:30:48.710Z,61.1608333,-152.1881667,-3.2,-0.74,ml,6,224,0.04089,0.11,av,av70870579,2020-02-15T01:13:14.490Z,"71km NW of Nikiski, Alaska",earthquake,0.49,1.47,0.117,6,reviewed,av,av
2020-02-14T21:21:43.250Z,61.7427,-149.6175,39.7,1.6,ml,,,,0.65,ak,ak02022rtbaz,2020-02-14T21:29:08.877Z,"13km N of Meadow Lakes, Alaska",earthquake,,1,,,automatic,ak,ak
2020-02-14T21:21:40.210Z,59.4914,-151.8705,35.8,2.2,ml,,,,0.54,ak,ak02022rtapd,2020-02-14T21:47:12.040Z,"23km SW of Homer, Alaska",earthquake,,1.9,,,automatic,ak,ak
2020-02-14T21:14:46.318Z,62.3744,-150.3473,11.1,2,ml,,,,0.68,ak,ak02022rrtj3,2020-02-14T21:19:24.423Z,"13km WNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-14T21:02:41.940Z,52.0626667,-176.115,4.06,1.37,ml,7,100,0.02116,0.12,av,av70870574,2020-02-15T01:03:13.730Z,"42km ENE of Adak, Alaska",earthquake,0.38,0.55,0.299,7,reviewed,av,av
2020-02-14T21:02:41.910Z,52.0691667,-176.1095,4.54,1.45,ml,6,112,0.02715,0.18,av,av62136416,2020-02-15T00:57:10.510Z,"43km ENE of Adak, Alaska",earthquake,0.5,0.95,0.3,6,reviewed,av,av
2020-02-14T21:01:42.060Z,35.6821667,-117.5438333,15.6,0.76,ml,10,130,0.1163,0.19,ci,ci39071863,2020-02-14T21:05:28.914Z,"14km ENE of Ridgecrest, CA",earthquake,0.85,1.64,0.127,7,automatic,ci,ci
2020-02-14T20:56:55.990Z,38.8165016,-122.8199997,2.4,1.06,md,18,50,0.01047,0.03,nc,nc73341130,2020-02-14T21:11:03.747Z,"7km NW of The Geysers, CA",earthquake,0.26,0.6,0.05,4,automatic,nc,nc
2020-02-14T20:46:47.490Z,33.6,-116.8076667,5,0.47,ml,12,83,0.0369,0.1,ci,ci39071847,2020-02-14T21:18:07.050Z,"13km WNW of Anza, CA",earthquake,0.26,0.72,0.063,8,reviewed,ci,ci
2020-02-14T20:44:54.160Z,17.842,-66.8155,2,2.25,md,7,259,0.1476,0.22,pr,pr2020045043,2020-02-14T21:07:24.256Z,"16km S of Indios, Puerto Rico",earthquake,0.93,1.15,0.26,2,reviewed,pr,pr
2020-02-14T20:39:17.730Z,34.0578333,-118.9683333,10.18,1.75,ml,22,172,0.009575,0.19,ci,ci39071831,2020-02-14T20:43:37.904Z,"16km WNW of Malibu, CA",earthquake,0.51,0.7,0.284,30,automatic,ci,ci
2020-02-14T20:36:14.548Z,59.7846,-153.0852,100.7,1.8,ml,,,,0.34,ak,ak02022rb187,2020-02-14T20:47:46.812Z,"70km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-14T20:34:52.660Z,18.0155,-66.7858,14,2.34,md,11,166,0.1018,0.12,pr,pr2020045041,2020-02-14T20:48:45.720Z,"0km ESE of Guayanilla, Puerto Rico",earthquake,0.37,0.64,0.27,8,reviewed,pr,pr
2020-02-14T20:22:28.550Z,17.9636,-66.8263,10,2.92,md,12,202,0.0541,0.22,pr,pr2020045042,2020-02-15T02:48:27.381Z,"3km SSW of Indios, Puerto Rico",earthquake,1.19,0.79,0.09,6,reviewed,pr,pr
2020-02-14T20:17:20.310Z,17.913,-66.9701,10,2.69,md,9,236,0.1101,0.1,pr,pr2020045044,2020-02-14T21:19:12.576Z,"9km SW of Guanica, Puerto Rico",earthquake,0.87,0.63,0.19,3,reviewed,pr,pr
2020-02-14T20:16:29.494Z,12.8076,-88.4786,67.36,5,mb,,141,1.426,1.15,us,us70007qf8,2020-02-15T03:02:15.670Z,"53km S of Puerto El Triunfo, El Salvador",earthquake,7.4,11.5,0.123,21,reviewed,us,us
2020-02-14T20:15:18.160Z,33.8611667,-117.4955,-0.48,1.59,ml,46,49,0.05645,0.22,ci,ci39071807,2020-02-14T21:17:39.937Z,"3km SE of Home Gardens, CA",quarry blast,0.34,31.61,0.159,32,reviewed,ci,ci
2020-02-14T20:14:03.790Z,35.8621674,-117.6903305,7.03,0.82,ml,10,84,0.08081,0.03,ci,ci39071799,2020-02-14T20:17:38.572Z,"21km ESE of Little Lake, CA",earthquake,0.49,2.01,0.261,4,automatic,ci,ci
2020-02-14T20:07:49.017Z,63.6744,-149.3164,117,1.1,ml,,,,0.36,ak,ak02022r4w9t,2020-02-14T21:24:05.886Z,"26km SW of Healy, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-02-14T20:07:06.750Z,47.816,-122.1161667,-1.02,1.2,md,4,286,,0.39,uw,uw61574292,2020-02-15T01:23:42.390Z,"1km N of Maltby, Washington",explosion,7.39,31.61,0.245559713,3,reviewed,uw,uw
2020-02-14T20:05:04.140Z,35.6786667,-117.5273333,7.76,1.57,ml,24,127,0.1062,0.17,ci,ci39071791,2020-02-14T20:15:49.750Z,"15km ENE of Ridgecrest, CA",earthquake,0.34,1.28,0.158,26,automatic,ci,ci
2020-02-14T20:04:56.460Z,46.0075,-112.468,-2,1.74,ml,10,105,0.062,0.09,mb,mb80381879,2020-02-14T20:17:06.960Z,"5km E of Butte, Montana",quarry blast,0.53,31.61,0.159,5,reviewed,mb,mb
2020-02-14T20:01:15.320Z,17.8795,-66.872,9,2.1,md,8,243,0.0959,0.1,pr,pr2020045039,2020-02-14T20:18:27.361Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.92,0.66,0.33,2,reviewed,pr,pr
2020-02-14T19:56:49.681Z,63.0743,-150.5753,107.5,1.5,ml,,,,0.6,ak,ak02022qtyp4,2020-02-14T20:00:52.396Z,"86km NNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-14T19:54:24.760Z,33.589,-116.8061667,5.34,0.29,ml,15,90,0.03542,0.07,ci,ci39071783,2020-02-14T21:23:11.979Z,"13km WNW of Anza, CA",earthquake,0.18,0.42,0.044,3,reviewed,ci,ci
2020-02-14T19:54:00.920Z,17.8775,-66.8345,11,2.25,md,8,245,0.1073,0.16,pr,pr2020045038,2020-02-14T20:09:52.890Z,"12km SSE of Maria Antonia, Puerto Rico",earthquake,0.95,0.74,0.12,4,reviewed,pr,pr
2020-02-14T19:53:51.570Z,44.742,-111.1556667,5.13,0.16,md,8,79,0.03019,0.12,uu,uu60360037,2020-02-14T21:09:14.860Z,"9km NNW of West Yellowstone, Montana",earthquake,0.41,0.88,0.198,6,reviewed,uu,uu
2020-02-14T19:51:36.630Z,35.891,-117.6838333,2.53,0.66,ml,9,93,0.06294,0.18,ci,ci39071775,2020-02-14T19:55:10.450Z,"21km ESE of Little Lake, CA",earthquake,0.31,0.52,0.183,8,automatic,ci,ci
2020-02-14T19:48:57.216Z,68.6328,-147.1304,0,2.4,ml,,,,0.72,ak,ak02022qs9hp,2020-02-14T22:03:20.040Z,"88km NW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-14T19:36:34.490Z,68.6244,-147.2637,11,1.4,ml,,,,0.76,ak,ak02022qpn5v,2020-02-14T21:08:01.129Z,"90km NW of Arctic Village, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-02-14T19:28:26.990Z,17.7283,-66.8645,1,2.26,md,7,281,0.2472,0.15,pr,pr2020045037,2020-02-14T19:52:32.250Z,"27km S of Guanica, Puerto Rico",earthquake,1.14,0.94,0.19,4,reviewed,pr,pr
2020-02-14T19:25:51.150Z,45.84266667,-122.9871667,-0.45,1.73,ml,5,228,,0.35,uw,uw61574287,2020-02-15T01:21:26.720Z,"11km WNW of Warren, Oregon",explosion,1.71,31.61,0.121338426,4,reviewed,uw,uw
2020-02-14T19:22:53.500Z,35.6793333,-117.5155,10.35,2.42,ml,34,61,0.1023,0.14,ci,ci39071767,2020-02-14T19:33:24.640Z,"14km SW of Searles Valley, CA",earthquake,0.21,0.49,0.178,25,automatic,ci,ci
2020-02-14T19:18:46.530Z,44.3051667,-110.5341667,7.71,1.23,md,11,109,0.04141,0.12,uu,uu60360017,2020-02-14T20:30:11.100Z,"29km SE of Old Faithful Geyser, Wyoming",earthquake,0.39,0.37,0.465,4,reviewed,uu,uu
2020-02-14T19:17:21.380Z,44.3033333,-110.5335,7.77,1.52,md,12,111,0.03954,0.09,uu,uu60360012,2020-02-14T20:35:21.450Z,"29km SE of Old Faithful Geyser, Wyoming",earthquake,0.32,0.4,0.339,8,reviewed,uu,uu
2020-02-14T19:07:23.070Z,37.5955,-119.0136667,1.91,0.28,md,8,197,0.01829,0.03,nc,nc73341110,2020-02-14T21:33:04.872Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.69,0.41,0.078,7,reviewed,nc,nc
2020-02-14T19:05:17.030Z,36.8909988,-121.6159973,0.65,1.89,md,12,105,0.0542,0.06,nc,nc73341105,2020-02-14T22:37:03.311Z,"2km E of Aromas, CA",earthquake,0.27,1.21,0.28,10,automatic,nc,nc
2020-02-14T18:37:55.851Z,59.3925,-152.7106,74.1,1.5,ml,,,,0.12,ak,ak02022q4gwx,2020-02-14T18:44:01.339Z,"65km SW of Anchor Point, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-02-14T18:35:56.390Z,17.8208,-66.8528,4,2.48,md,10,252,0.1565,0.24,pr,pr2020045035,2020-02-15T00:55:11.807Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.86,0.67,0.13,4,reviewed,pr,pr
2020-02-14T18:21:00.073Z,62.5561,-151.1709,87.6,1.9,ml,,,,0.39,ak,ak02022q0x5z,2020-02-14T18:34:08.673Z,"60km WNW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-02-14T18:19:51.070Z,17.8645,-66.8423,13,2.44,md,7,249,0.1166,0.07,pr,pr2020045036,2020-02-14T19:41:36.162Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.89,0.34,0.01,3,reviewed,pr,pr
2020-02-14T18:14:35.740Z,35.1075,-118.899,5.92,1.32,ml,22,129,0.05972,0.2,ci,ci39071719,2020-02-14T19:19:39.643Z,"13km SSW of Arvin, CA",earthquake,0.4,0.85,0.086,12,reviewed,ci,ci
2020-02-14T18:07:44.520Z,61.176,-152.2896667,5.11,-0.2,ml,7,223,0.03129,0.11,av,av70870564,2020-02-15T00:49:32.770Z,"76km NW of Nikiski, Alaska",earthquake,0.48,0.47,0.137,6,reviewed,av,av
2020-02-14T17:56:26.660Z,60.7066667,-152.8718333,12.92,0.16,ml,5,325,0.121,0.06,av,av70870549,2020-02-15T00:37:56.560Z,"25km NNW of Redoubt Volcano, Alaska",earthquake,1.19,0.91,0.129,5,reviewed,av,av
2020-02-14T17:56:13.960Z,54.1385,-165.973,3.24,-0.91,ml,4,196,0.0141,0.2,av,av70870544,2020-02-15T00:35:24.900Z,"13km W of Akutan, Alaska",earthquake,2.06,0.85,0.224,4,reviewed,av,av
2020-02-14T17:55:03.601Z,59.8562,-152.6272,85.6,1.6,ml,,,,0.26,ak,ak02022pms60,2020-02-14T18:05:31.910Z,"45km WNW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-14T17:53:16.660Z,36.077,-117.8395,2.35,0.58,ml,12,132,0.04236,0.06,ci,ci39071703,2020-02-14T20:05:12.877Z,"10km ENE of Coso Junction, CA",earthquake,0.2,0.2,0.043,2,reviewed,ci,ci
2020-02-14T17:45:30.360Z,61.0585,-152.3513333,13.32,-0.01,ml,7,283,0.1377,0.15,av,av70870534,2020-02-15T00:23:49.440Z,"67km NNE of Redoubt Volcano, Alaska",earthquake,1.37,1.76,0.287,7,reviewed,av,av
2020-02-14T17:37:49.890Z,33.5085,-116.7973333,2.71,0.93,ml,34,48,0.00461,0.22,ci,ci39071687,2020-02-14T17:41:32.445Z,"10km NE of Aguanga, CA",earthquake,0.26,0.62,0.152,18,automatic,ci,ci
